Name of Entity,Dates of Breach,Type of Breach,Individuals Affected,State Reported,Start Date of Breach
"HI Innovation, LLC",9/18/2018,unauthorized access to employee email account,28 (in Maryland),Maryland,2018-09-18
"HI Innovation, LLC",9/18/2018,unauthorized access to employee email account,28 (in Maryland),Maryland,2018-09-18
"HI Innovation, LLC",9/18/2018,unauthorized access to employee email account,28 (in Maryland),Maryland,2018-09-18
University of Maryland University College (UMUC),9/18/2018,software error,68 (in Maryland),Maryland,2018-09-18
"Whitney Bailey Cox &amp; Magnani, LLC",9/18/2018,unauthorized access to network/ emails, (in Maryland),Maryland,2018-09-18
The Affiliated Group,9/19/2018,phishing,30 (in Maryland),Maryland,2018-09-19
"REDICO Management, Inc.",9/19/2018,spoofed email,1 (in Maryland),Maryland,2018-09-19
"Tech Rabbit, LLC",9/19/2018,unauthorized access,"1,198 (in Maryland)",Maryland,2018-09-19
"Tech Rabbit, LLC",9/19/2018,unauthorized access,"1,198 (in Maryland)",Maryland,2018-09-19
"ESI North America, Inc.",9/20/2018,spear phishing,10 (in Maryland),Maryland,2018-09-20
Plant Therapy,9/20/2018,unauthorized access to web platform,35 (in Maryland),Maryland,2018-09-20
The Hanover Insurance Company,9/20/2018,unauthorized access to employee email account,1 (in Maryland),Maryland,2018-09-20
"Giant Food of Maryland, LLC",9/20/2018,improper use by (now former) employee,29 (in Maryland),Maryland,2018-09-20
Dragas Mortgage Company,9/21/2018,email account comrpomised,2 (in Maryland),Maryland,2018-09-21
Recreational Equipment Inc.,9/21/2018,info inadvertently accessible via public internet,1 (in Maryland),Maryland,2018-09-21
"Lutz &amp; Company, P.C.",9/21/2018,stolen laptop, (in Maryland),Maryland,2018-09-21
Sodexo,9/21/2018,unauthorized access,2 (in Maryland),Maryland,2018-09-21
DirectPay Payroll Services,9/24/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-09-24
Safeco-Mayline,9/24/2018,misplaced during facility closing process,1 (in Maryland),Maryland,2018-09-24
Georgia Heirs Property Law Center,9/24/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-09-24
YRC Worldwide Inc.,9/24/2018,phishing,187 (in Maryland),Maryland,2018-09-24
"Ameriprise Financial, Inc.",9/25/2018,package lost in transit,1 (in Maryland),Maryland,2018-09-25
"Ameriprise Financial, Inc.",9/25/2018,package lost in transit,1 (in Maryland),Maryland,2018-09-25
"FirstGroup of America, Inc.",9/25/2018,software misconfigured,2 (in Maryland),Maryland,2018-09-25
IES Communications,9/27/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-09-27
"AEI Fund Management, Inc.",9/27/2018,unauthorized access to email accounts,21 (in Maryland),Maryland,2018-09-27
"AEI Fund Management, Inc.",9/27/2018,unauthorized access to email accounts,21 (in Maryland),Maryland,2018-09-27
"AEI Fund Management, Inc.",9/27/2018,unauthorized access to email accounts,21 (in Maryland),Maryland,2018-09-27
SallieMae,9/27/2018,unauthorized access,1 (in Maryland),Maryland,2018-09-27
Another Planet Entertainment,9/27/2018,unauthorized access to email,4 (in Maryland),Maryland,2018-09-27
Another Planet Entertainment,9/27/2018,unauthorized access to email,4 (in Maryland),Maryland,2018-09-27
McKenna &amp; Sachs LLC,9/28/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-09-28
"Professional Golf Ball Services, Ltd",9/28/2018,malware,46 (in Maryland),Maryland,2018-09-28
Power Home Remodeling,9/28/2018,improper use/access by employee,111 (in Maryland),Maryland,2018-09-28
Power Home Remodeling,9/28/2018,improper use/access by employee,111 (in Maryland),Maryland,2018-09-28
"Bauer &amp; Scott, CPAs, LLC",9/28/2018,unauthorized access to email account,4 (in Maryland),Maryland,2018-09-28
"Toyota Industries North America, Inc.",9/28/2018,phishing,87 (in Maryland),Maryland,2018-09-28
"Toyota Industries North America, Inc.",9/28/2018,phishing,87 (in Maryland),Maryland,2018-09-28
"Toyota Industries North America, Inc.",9/28/2018,phishing,87 (in Maryland),Maryland,2018-09-28
"Toyota Industries North America, Inc.",9/28/2018,phishing,87 (in Maryland),Maryland,2018-09-28
Data Intensity,10/1/2018,phishing,3 (in Maryland),Maryland,2018-10-01
Muhlenberg College,10/1/2018,unauthorized access to email accounts,19 (in Maryland),Maryland,2018-10-01
Principal Financial Group,10/2/2018,inadvertently emailed to wrong recipient,1 (in Maryland),Maryland,2018-10-02
Quest Nutrition,10/2/2018,unauthorized access to email account,7 (in Maryland),Maryland,2018-10-02
Dr. Amy Woodruff,10/2/2018,ransomware,2 (in Maryland),Maryland,2018-10-02
Dr. Amy Woodruff,10/2/2018,ransomware,2 (in Maryland),Maryland,2018-10-02
Hajoca Corporation,10/3/2018,phishing,1 (in Maryland),Maryland,2018-10-03
"New Penn Financial, LLC d/b/a Shellpoint Mortgage Servicing",10/3/2018,phishing,5 (in Maryland),Maryland,2018-10-03
Fellen and Fellen LLC,10/3/2018,phishing,1 (in Maryland),Maryland,2018-10-03
"Professional Publications, Inc.",10/3/2018,malware,29 (in Maryland),Maryland,2018-10-03
"Professional Publications, Inc.",10/3/2018,malware,29 (in Maryland),Maryland,2018-10-03
LeafFilter North LLC,10/4/2018,phishing,22 (in Maryland),Maryland,2018-10-04
Independent Office Products &amp; Furniture Dealers Association,10/4/2018,info inadvertently available online,3 (in Maryland),Maryland,2018-10-04
"Monroe Energy, LLC",10/5/2018,info inadvertently emailed to wrong recipient,1 (in Maryland),Maryland,2018-10-05
California State University East Bay,10/5/2018,unauthorized access,12 (in Maryland),Maryland,2018-10-05
The George Washington University,10/5/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-05
The George Washington University,10/5/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-05
Florida Farm Bureau Casualty Insurance Company,10/5/2018,phishing,4 (in Maryland),Maryland,2018-10-05
"Five Below, Inc.",10/5/2018,unauthorized access,163 (in Maryland),Maryland,2018-10-05
"CNU Online Holdings, LLC and its subsidiaries, collectively d/b/a NetCredit",10/8/2018,unauthorized access,1 (in Maryland),Maryland,2018-10-08
"McGlinchey Stafford, PLLC",10/8/2018,phishing,1 (in Maryland),Maryland,2018-10-08
TransUnion LLC,10/8/2018,unauthorized access,10 (in Maryland),Maryland,2018-10-08
"Beuhler&#39;s Fresh Foods, LLC",10/9/2018,malware,3 (in Maryland),Maryland,2018-10-09
Northwestern Mutual Life Insurance Company,10/9/2018,phishing,3 (in Maryland),Maryland,2018-10-09
"Decision HR Holdings, Inc.",10/10/2018,unauthorized access to email accounts,2 (in Maryland),Maryland,2018-10-10
SHEIN,10/10/2018,unauthorized access, (in Maryland),Maryland,2018-10-10
Envision Healthcare Corporation,10/10/2018,unauthorized access to email accounts, (in Maryland),Maryland,2018-10-10
Mount Saint Mary Academy,10/10/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-10-10
Goody Tickets,10/11/2018,malware,5 (in Maryland),Maryland,2018-10-11
The Prudential Insurance Company of America,10/11/2018,info inadvertently emailed to wrong recipient,22 (in Maryland),Maryland,2018-10-11
"JDA Software, Inc.",10/12/2018,unauthorized access,26 (in Maryland),Maryland,2018-10-12
Alaskans for Dan Sullivan,10/12/2018,unauthorized access,4 (in Maryland),Maryland,2018-10-12
"Liquidity Services, Inc.",10/16/2018,unauthorized access to email account,151 (in Maryland),Maryland,2018-10-16
"Liquidity Services, Inc.",10/16/2018,unauthorized access to email account,151 (in Maryland),Maryland,2018-10-16
"Chicago Property Management &amp; Investments, d/b/a Chicago Property Management Group",10/16/2018,info contained on decommissioned computers,1 (in Maryland),Maryland,2018-10-16
"Landcar Management, LTD",10/17/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-10-17
Tallahassee Memorial Healthcare,10/17/2018,cyber-security attack,179 (in Maryland),Maryland,2018-10-17
Point Breeze Credit Union,10/18/2018,unauthorized access to email account,15 (in Maryland),Maryland,2018-10-18
"Quad Assoc, LLC",10/18/2018,unauthorized access to email account,6 (in Maryland),Maryland,2018-10-18
Renaissance Philanthropic Solutions Group,10/18/2018,phishing,"1,694 (in Maryland)",Maryland,2018-10-18
Renaissance Philanthropic Solutions Group,10/18/2018,phishing,"1,694 (in Maryland)",Maryland,2018-10-18
Adelman Travel Systems Inc.,10/18/2018,unauthorized access, (in Maryland),Maryland,2018-10-18
"Greenfield Senior Living, Inc.",10/18/2018,unauthorized access to email accounts,11 (in Maryland),Maryland,2018-10-18
Chesapeake College,10/19/2018,phishing,544 (in Maryland),Maryland,2018-10-19
WSFS Bank,10/19/2018,info inadvertently disclosed,2 (in Maryland),Maryland,2018-10-19
City of Petersburg,10/19/2018,malware, (in Maryland),Maryland,2018-10-19
"Scrapbook.com, LLC",10/19/2018,malware,10 (in Maryland),Maryland,2018-10-19
"Motif Investing, Inc.",10/19/2018,phishing,1 (in Maryland),Maryland,2018-10-19
Ransom Memorial Hospital,10/22/2018,unauthorized access to email accounts,2 (in Maryland),Maryland,2018-10-22
"Challenger Sports, Inc.",10/22/2018,unauthorized access,47 (in Maryland),Maryland,2018-10-22
"Strategic Risk Solutions, Inc.",10/22/2018,phishing,3 (in Maryland),Maryland,2018-10-22
Dr. Robert Carpenter,10/22/2018,ransomware,3 (in Maryland),Maryland,2018-10-22
Dr. Robert Carpenter,10/22/2018,ransomware,3 (in Maryland),Maryland,2018-10-22
Travel Leaders Group,10/22/2018,unauthorized access,1 (in Maryland),Maryland,2018-10-22
Ransom Memorial Hospital,10/22/2018,unauthorized access to email accounts,2 (in Maryland),Maryland,2018-10-22
"Uber Technologies, Inc.",10/23/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-23
QIAGEN,10/23/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-23
QIAGEN,10/23/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-23
TransUnion LLC,10/23/2018,unauthorized access,16 (in Maryland),Maryland,2018-10-23
Bank of America,10/23/2018,info lost in transit,1 (in Maryland),Maryland,2018-10-23
"Guardant Health, Inc.",10/24/2018,unauthorized access to email account,3 (in Maryland),Maryland,2018-10-24
DC International,10/24/2018,malware, (in Maryland),Maryland,2018-10-24
ShopStyle Inc.,10/24/2018,unauthorized access,963 (in Maryland),Maryland,2018-10-24
"GS1 US, Inc.",10/24/2018,unauthorized access,"1,019 (in Maryland)",Maryland,2018-10-24
Reliable Respiratory,10/24/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-10-24
"Crownpeak Technology, Inc.",10/24/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-10-24
"Citibank, N.A.",10/25/2018,improper access by employee,3 (in Maryland),Maryland,2018-10-25
Heartland Hotel Corporation,10/25/2018,unauthorized access,1 (in Maryland),Maryland,2018-10-25
"STL International, Inc. d/b/a Teeter",10/25/2018,malware,207 (in Maryland),Maryland,2018-10-25
"STL International, Inc. d/b/a Teeter",10/25/2018,malware,207 (in Maryland),Maryland,2018-10-25
"TengoInternet, Inc.",10/25/2018,unauthorized access,"4,238 (in Maryland)",Maryland,2018-10-25
"TengoInternet, Inc.",10/25/2018,unauthorized access,"4,238 (in Maryland)",Maryland,2018-10-25
"TengoInternet, Inc.",10/25/2018,unauthorized access,"4,238 (in Maryland)",Maryland,2018-10-25
Lyric Opera of Chicago,10/25/2018,inadvertently sent to wrong recipient, (in Maryland),Maryland,2018-10-25
"TravisMathew, LLC",10/25/2018,unauthorized access,55 (in Maryland),Maryland,2018-10-25
"TravisMathew, LLC",10/25/2018,unauthorized access,55 (in Maryland),Maryland,2018-10-25
"Net32, Inc.",10/25/2018,unauthorized access, (in Maryland),Maryland,2018-10-25
"Net32, Inc.",10/25/2018,unauthorized access, (in Maryland),Maryland,2018-10-25
Cathay Pacific Airways Limited,10/25/2018,unauthorized access,22 (in Maryland),Maryland,2018-10-25
Banker&#39;s Life,10/25/2018,unauthorized access,"11,170 (in Maryland)",Maryland,2018-10-25
"Thesy, LLC",10/26/2018,malware,"3,497 (in Maryland)",Maryland,2018-10-26
"Star Title Partners of Palm Harbor, LLC",10/26/2018,unauthorized access to employee email account,21 (in Maryland),Maryland,2018-10-26
"Evergreen Insurance, LLC",10/26/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-10-26
Howard University,10/26/2018,phishing,8 (in Maryland),Maryland,2018-10-26
International Society of Explosives Engineers,10/26/2018,unauthorized access,3 (in Maryland),Maryland,2018-10-26
International Society of Explosives Engineers,10/26/2018,unauthorized access,3 (in Maryland),Maryland,2018-10-26
"Hairbow Center, LLC",10/26/2018,malware,3 (in Maryland),Maryland,2018-10-26
"Hairbow Center, LLC",10/26/2018,malware,3 (in Maryland),Maryland,2018-10-26
"LJCooper Management, LLC",10/29/2018,unauthorized access,1 (in Maryland),Maryland,2018-10-29
Martin Financial Group,10/30/2018,phishing,4 (in Maryland),Maryland,2018-10-30
NorthBay Healthcare Corporation,10/30/2018,unauthorized access,2 (in Maryland),Maryland,2018-10-30
"Cendera Funding, Inc.",10/31/2018,external hard drive stolen during burglary,2 (in Maryland),Maryland,2018-10-31
"Village People, LLC",10/31/2018,unauthorized access to network server,7 (in Maryland),Maryland,2018-10-31
OXO,10/31/2018,malware,73 (in Maryland),Maryland,2018-10-31
"Whole Foods Market Group, Inc.",10/31/2018,laptop stolen from vehicle,16 (in Maryland),Maryland,2018-10-31
The Association of American Medical Colleges,10/31/2018,phishing,3 (in Maryland),Maryland,2018-10-31
"Roy Willis Gentry CPA, P.C.",10/31/2018,ransomeware,1 (in Maryland),Maryland,2018-10-31
"DecisionHR Holdings, Inc.",10/31/2018,unauthorized access to email accounts,2 (in Maryland),Maryland,2018-10-31
"Court Place Advisors, LLC",11/1/2018,unauthorized access to email accounts, (in Maryland),Maryland,2018-11-01
Snider Fleet Solutions,11/1/2018,unauthorized access to email account, (in Maryland),Maryland,2018-11-01
HSBC,11/1/2018,unauthorized access,116 (in Maryland),Maryland,2018-11-01
HSBC,11/1/2018,unauthorized access,116 (in Maryland),Maryland,2018-11-01
"Englert Dermatology, LLC",11/2/2018,unauthorized access to email account,"1,045 (in Maryland)",Maryland,2018-11-02
"Five Guys Holdings, Inc.",11/2/2018,unauthorized access to email account,"1,045 (in Maryland)",Maryland,2018-11-02
"Five Guys Holdings, Inc.",11/2/2018,unauthorized access to email account,"1,045 (in Maryland)",Maryland,2018-11-02
"Five Guys Holdings, Inc.",11/2/2018,unauthorized access to email account,"1,045 (in Maryland)",Maryland,2018-11-02
"Five Guys Holdings, Inc.",11/2/2018,unauthorized access to email account,"1,045 (in Maryland)",Maryland,2018-11-02
Inova Health System,11/2/2018,unauthorized access,2 (in Maryland),Maryland,2018-11-02
Sirchie Acquisition Company,11/2/2018,malware,1 (in Maryland),Maryland,2018-11-02
Hemenway &amp; Barnes LLP,11/2/2018,unauthorized access to email account, (in Maryland),Maryland,2018-11-02
"ImpactAssets, Inc.",11/2/2018,unauthorized access to email account,32 (in Maryland),Maryland,2018-11-02
"ImpactAssets, Inc.",11/2/2018,unauthorized access to email account,32 (in Maryland),Maryland,2018-11-02
"Transamerica Retirement Solutions, LLC",11/2/2018,info inadvertently emailed to wrong recipient,286 (in Maryland),Maryland,2018-11-02
"Transamerica Retirement Solutions, LLC",11/2/2018,info inadvertently emailed to wrong recipient,286 (in Maryland),Maryland,2018-11-02
Apollo Title Company,11/5/2018,unauthorized access to email account,2 (in Maryland),Maryland,2018-11-05
Peter Freuler &amp; Associates CPA,11/5/2018,unauthorized access, (in Maryland),Maryland,2018-11-05
"Nordstrom, Inc.",11/5/2018,info improperly handled by contract employee,"3,429 (in Maryland)",Maryland,2018-11-05
"Englert Dermatology, LLC",11/5/2018,info inadvertently disclosed,119 (in Maryland),Maryland,2018-11-05
"Unified Trust Company, N.A.",11/7/2018,unauthorized access to email account,202 (in Maryland),Maryland,2018-11-07
"Julep Beauty, Inc.",11/7/2018,malware,9 (in Maryland),Maryland,2018-11-07
Oklahoma Wesleyan University,11/8/2018,email inadvertently sent to wrong recipient,1 (in Maryland),Maryland,2018-11-08
Health Authority for the City of Huntsville,11/8/2018,unauthorized access,10 (in Maryland),Maryland,2018-11-08
Health Authority for the City of Huntsville,11/8/2018,unauthorized access,10 (in Maryland),Maryland,2018-11-08
"loeb enterprises II, LLC",11/9/2018,phishing,59 (in Maryland),Maryland,2018-11-09
"Alight Solutions, LLC",11/9/2018,improper use by employee,3 (in Maryland),Maryland,2018-11-09
"Simeon S. Patestas, CPA/PFS",11/9/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-11-09
"Simeon S. Patestas, CPA/PFS",11/9/2018,unauthorized access to email account,1 (in Maryland),Maryland,2018-11-09
Collier Heggerness &amp; Bronk CPAs PS Inc.,11/12/2018,unauthorized access,1 (in Maryland),Maryland,2018-11-12
Collier Heggerness &amp; Bronk CPAs PS Inc.,11/12/2018,unauthorized access,1 (in Maryland),Maryland,2018-11-12
Employee Benefit Services of Maryland,11/12/2018,unauthorized access to email account,370 (in Maryland),Maryland,2018-11-12
Entrust Energy,11/12/2018,unauthorized access to email account,7 (in Maryland),Maryland,2018-11-12
"B.T.C.E., Inc. d/b/a HomeBrewIt.com",11/12/2018,malware,10 (in Maryland),Maryland,2018-11-12
"El Paso-Los Angeles Limousine Express, Inc.",11/12/2018,unauthorized access,14 (in Maryland),Maryland,2018-11-12
StataCorp LLC,11/13/2018,malware,58 (in Maryland),Maryland,2018-11-13
"Pharmacy Times Office of Continuing Professional Education, LLC",11/13/2018,info inadvertently publicly available,"5,314 (in Maryland)",Maryland,2018-11-13
